epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,5214.51,0.44729,0.33471,0.83084,0.9237,0.96746,0.98607,0.91218,0.39798,0.28352,0.81697,0.007591,0.007591,0.007591
75,5277.69,0.43986,0.32986,0.82866,0.94804,0.93271,0.97613,0.91285,0.39697,0.28358,0.8164,0.007558,0.007558,0.007558
76,5349.84,0.43776,0.33052,0.83002,0.9476,0.95753,0.98756,0.9207,0.39181,0.27085,0.81684,0.007525,0.007525,0.007525
77,5423.6,0.43505,0.32736,0.8281,0.94732,0.92869,0.98136,0.90936,0.39703,0.27703,0.81203,0.007492,0.007492,0.007492
78,5490.68,0.43849,0.33004,0.82736,0.94963,0.94168,0.98442,0.90996,0.3946,0.27107,0.81556,0.007459,0.007459,0.007459
79,5556.01,0.43372,0.3252,0.82741,0.94285,0.93686,0.98094,0.90756,0.38641,0.27392,0.8134,0.007426,0.007426,0.007426
80,5622.09,0.43293,0.32746,0.82653,0.95428,0.95318,0.98614,0.91155,0.3841,0.27421,0.81392,0.007393,0.007393,0.007393
81,5695.05,0.43359,0.32449,0.82789,0.94915,0.94489,0.98564,0.91378,0.39027,0.27091,0.81092,0.00736,0.00736,0.00736
82,5763.25,0.43379,0.3262,0.82842,0.94591,0.94266,0.97844,0.90123,0.3839,0.26468,0.81454,0.007327,0.007327,0.007327
83,5825.84,0.431,0.32458,0.82721,0.94424,0.92348,0.96552,0.90117,0.38909,0.26993,0.81442,0.007294,0.007294,0.007294
84,5889.87,0.42936,0.32472,0.82398,0.94693,0.93045,0.97071,0.90488,0.38168,0.26519,0.81248,0.007261,0.007261,0.007261
85,5960.65,0.42824,0.32063,0.82601,0.93617,0.9531,0.98704,0.92261,0.38031,0.26798,0.81118,0.007228,0.007228,0.007228
86,6037.72,0.42585,0.32172,0.82584,0.94345,0.95578,0.98132,0.91688,0.37652,0.26621,0.80934,0.007195,0.007195,0.007195
87,6101.24,0.42212,0.31679,0.826,0.95707,0.93477,0.97732,0.91976,0.375,0.25941,0.81079,0.007162,0.007162,0.007162
88,6164.46,0.41877,0.31347,0.82275,0.93896,0.9492,0.9841,0.91623,0.37963,0.26672,0.81097,0.007129,0.007129,0.007129
89,6234.19,0.42191,0.31562,0.82582,0.94037,0.94689,0.98608,0.93196,0.37733,0.2651,0.81028,0.007096,0.007096,0.007096
90,6307.53,0.41727,0.31384,0.82452,0.91628,0.96585,0.98104,0.91934,0.37431,0.26413,0.8118,0.007063,0.007063,0.007063
91,6376.28,0.42095,0.31437,0.82537,0.94833,0.9428,0.98402,0.9211,0.37259,0.26228,0.81192,0.00703,0.00703,0.00703
92,6441.76,0.42044,0.31407,0.82424,0.9443,0.93779,0.96864,0.90957,0.37475,0.2675,0.81078,0.006997,0.006997,0.006997
93,6506.6,0.41402,0.31136,0.82386,0.95025,0.93042,0.97371,0.91496,0.37235,0.25883,0.80678,0.006964,0.006964,0.006964
94,6577.12,0.41665,0.31028,0.82386,0.94497,0.9571,0.98498,0.92085,0.37161,0.25829,0.80729,0.006931,0.006931,0.006931
95,6648.41,0.41222,0.30859,0.82281,0.95259,0.95621,0.9843,0.9211,0.36891,0.25634,0.80796,0.006898,0.006898,0.006898
96,6730.59,0.41542,0.30933,0.8233,0.94604,0.94499,0.98765,0.92202,0.3692,0.25708,0.81143,0.006865,0.006865,0.006865
97,6810.46,0.41227,0.3099,0.82385,0.95881,0.95045,0.98907,0.92926,0.36712,0.25441,0.80815,0.006832,0.006832,0.006832
98,6906.5,0.41395,0.30961,0.82189,0.94377,0.94296,0.97785,0.91646,0.37286,0.25659,0.80759,0.006799,0.006799,0.006799
99,6985.44,0.40574,0.30179,0.82269,0.93681,0.96294,0.98417,0.92104,0.36367,0.25468,0.80603,0.006766,0.006766,0.006766
100,7066,0.40539,0.30507,0.82229,0.95124,0.936,0.97596,0.9149,0.36602,0.25813,0.80784,0.006733,0.006733,0.006733
101,7134.92,0.41033,0.30478,0.82256,0.94993,0.94246,0.96391,0.90511,0.36096,0.25079,0.8068,0.0067,0.0067,0.0067
102,7216,0.40584,0.30164,0.82138,0.9533,0.93464,0.96788,0.90892,0.35952,0.25294,0.80952,0.006667,0.006667,0.006667
103,7280.71,0.40569,0.29828,0.82038,0.93592,0.9445,0.97622,0.91905,0.36471,0.25346,0.80947,0.006634,0.006634,0.006634
104,7344.78,0.40365,0.29965,0.82217,0.94912,0.94116,0.96619,0.90511,0.35973,0.25028,0.80495,0.006601,0.006601,0.006601
105,7410.67,0.40069,0.30091,0.81792,0.94736,0.93905,0.98395,0.92371,0.365,0.25559,0.80529,0.006568,0.006568,0.006568
106,7483.72,0.40243,0.29968,0.81974,0.9482,0.94242,0.97989,0.91809,0.36311,0.25173,0.80593,0.006535,0.006535,0.006535
107,7557.87,0.39916,0.29501,0.81847,0.95392,0.94309,0.97471,0.91609,0.35982,0.24913,0.806,0.006502,0.006502,0.006502
108,7630.94,0.40186,0.2993,0.82054,0.94968,0.96184,0.98052,0.9251,0.36136,0.2504,0.80476,0.006469,0.006469,0.006469
109,7693.85,0.39957,0.29652,0.8192,0.93842,0.96267,0.9866,0.92579,0.35888,0.24546,0.80844,0.006436,0.006436,0.006436
110,7757.93,0.39654,0.29709,0.81937,0.93726,0.9543,0.98305,0.91879,0.35969,0.24808,0.80793,0.006403,0.006403,0.006403
111,7831.11,0.40154,0.29378,0.82118,0.89532,0.97287,0.98029,0.91865,0.3599,0.24683,0.80732,0.00637,0.00637,0.00637
112,7900.56,0.40087,0.29817,0.82018,0.94539,0.95254,0.98827,0.92678,0.35614,0.24492,0.80262,0.006337,0.006337,0.006337
113,7962.84,0.39773,0.29835,0.82159,0.95261,0.93953,0.98082,0.92353,0.35091,0.24365,0.80113,0.006304,0.006304,0.006304
114,8033.25,0.3917,0.29102,0.81812,0.94849,0.96299,0.98546,0.92211,0.35322,0.2443,0.80325,0.006271,0.006271,0.006271
115,8104.49,0.39157,0.29093,0.81833,0.94833,0.9474,0.98869,0.93234,0.35442,0.24684,0.80461,0.006238,0.006238,0.006238
116,8179.11,0.38888,0.28493,0.81734,0.94818,0.95492,0.98606,0.92916,0.3538,0.24525,0.80425,0.006205,0.006205,0.006205
117,8242.3,0.38901,0.28937,0.81757,0.94904,0.94031,0.98376,0.92749,0.35737,0.24986,0.80485,0.006172,0.006172,0.006172
118,8312.15,0.38764,0.28998,0.81757,0.9468,0.95046,0.98863,0.93101,0.35394,0.24612,0.80402,0.006139,0.006139,0.006139
119,8385.37,0.38904,0.28871,0.81985,0.9504,0.94674,0.98626,0.93376,0.34965,0.24871,0.80384,0.006106,0.006106,0.006106
120,8449.85,0.38642,0.28536,0.81687,0.95231,0.96026,0.98578,0.93689,0.34512,0.24357,0.80208,0.006073,0.006073,0.006073
121,8516.41,0.38446,0.28239,0.81516,0.94966,0.9592,0.98519,0.93438,0.34862,0.24317,0.80375,0.00604,0.00604,0.00604
122,8590.26,0.38556,0.28442,0.81467,0.94823,0.96123,0.98437,0.92576,0.34768,0.24229,0.80388,0.006007,0.006007,0.006007
123,8667.79,0.38055,0.28081,0.8156,0.95479,0.95768,0.98553,0.93051,0.34775,0.24315,0.80469,0.005974,0.005974,0.005974
124,8737.66,0.38065,0.28047,0.81613,0.9501,0.96454,0.98575,0.93388,0.34806,0.24177,0.80418,0.005941,0.005941,0.005941
125,8803.22,0.3808,0.27954,0.81473,0.94984,0.96371,0.98245,0.93363,0.34691,0.23851,0.80361,0.005908,0.005908,0.005908
126,8874.32,0.37982,0.27915,0.81535,0.95097,0.96366,0.98604,0.93411,0.34599,0.23895,0.80312,0.005875,0.005875,0.005875
127,8942.83,0.37807,0.27784,0.81296,0.95155,0.96033,0.9885,0.93303,0.34186,0.2384,0.80184,0.005842,0.005842,0.005842
128,9017.86,0.37889,0.27951,0.81495,0.94057,0.94472,0.97294,0.92081,0.34232,0.23974,0.8028,0.005809,0.005809,0.005809
129,9080.07,0.37812,0.27789,0.81444,0.95931,0.93838,0.97299,0.91481,0.34396,0.23893,0.80309,0.005776,0.005776,0.005776
130,9149.53,0.37936,0.27861,0.814,0.95519,0.93877,0.9735,0.9231,0.34214,0.23738,0.80108,0.005743,0.005743,0.005743
131,9221.81,0.37679,0.2784,0.81583,0.95163,0.9411,0.98469,0.93394,0.34063,0.23914,0.80003,0.00571,0.00571,0.00571
132,9290.19,0.37786,0.27584,0.81331,0.95066,0.95662,0.98827,0.93692,0.33935,0.23992,0.80005,0.005677,0.005677,0.005677
133,9352.83,0.37244,0.27519,0.81176,0.95562,0.95623,0.98932,0.9393,0.34112,0.24013,0.80162,0.005644,0.005644,0.005644
134,9416.8,0.37153,0.2737,0.81301,0.95528,0.9578,0.98893,0.94203,0.34028,0.23639,0.80062,0.005611,0.005611,0.005611
135,9489.01,0.37365,0.2722,0.81319,0.95054,0.96097,0.98881,0.93119,0.34135,0.2383,0.8017,0.005578,0.005578,0.005578
136,9559.4,0.37218,0.27469,0.81521,0.95698,0.95969,0.98758,0.93377,0.33986,0.23937,0.80174,0.005545,0.005545,0.005545
137,9637.93,0.36878,0.27147,0.81367,0.95746,0.96188,0.98706,0.93241,0.33878,0.24005,0.80124,0.005512,0.005512,0.005512
138,9706.62,0.37252,0.27385,0.81396,0.95469,0.96243,0.98854,0.93199,0.33916,0.23868,0.80234,0.005479,0.005479,0.005479
139,9781.97,0.37075,0.27208,0.81203,0.95959,0.95874,0.98815,0.92875,0.3393,0.23931,0.80181,0.005446,0.005446,0.005446
140,9846.25,0.36575,0.2703,0.81186,0.96014,0.95959,0.98829,0.93068,0.33835,0.24016,0.80141,0.005413,0.005413,0.005413
141,9908.79,0.36698,0.27093,0.81359,0.96073,0.9597,0.98926,0.93916,0.33817,0.23774,0.8009,0.00538,0.00538,0.00538
142,9971.02,0.36638,0.26872,0.81266,0.9584,0.96119,0.98049,0.92263,0.33644,0.23715,0.80033,0.005347,0.005347,0.005347
143,10040.7,0.3627,0.26769,0.81151,0.95743,0.95906,0.98877,0.94128,0.33833,0.23962,0.80239,0.005314,0.005314,0.005314
144,10111.3,0.36442,0.26926,0.81031,0.9571,0.95579,0.98932,0.94106,0.33925,0.23905,0.8023,0.005281,0.005281,0.005281
145,10179.4,0.36316,0.26903,0.81038,0.95931,0.95838,0.98908,0.94062,0.3386,0.23816,0.80176,0.005248,0.005248,0.005248
146,10241.2,0.36062,0.26534,0.81057,0.95297,0.95965,0.98819,0.93287,0.33694,0.23499,0.80177,0.005215,0.005215,0.005215
147,10309.2,0.3615,0.26493,0.81187,0.95493,0.95807,0.98859,0.93739,0.33579,0.23202,0.80199,0.005182,0.005182,0.005182
148,10383.2,0.35877,0.26605,0.81042,0.95234,0.95753,0.98775,0.93352,0.33494,0.23215,0.80102,0.005149,0.005149,0.005149
149,10452.5,0.36081,0.26492,0.81082,0.95573,0.95737,0.98863,0.93505,0.33573,0.23037,0.8011,0.005116,0.005116,0.005116
150,10514.8,0.35811,0.261,0.81005,0.9573,0.95898,0.98896,0.93475,0.33562,0.2303,0.80177,0.005083,0.005083,0.005083
151,10577.1,0.35854,0.26221,0.81089,0.96062,0.95751,0.9875,0.9352,0.33372,0.23028,0.80215,0.00505,0.00505,0.00505
152,10644.5,0.35925,0.26483,0.81051,0.95402,0.95642,0.98595,0.93409,0.33218,0.22804,0.80021,0.005017,0.005017,0.005017
153,10719.2,0.36061,0.26342,0.8103,0.95597,0.95741,0.98552,0.93163,0.33251,0.22928,0.80102,0.004984,0.004984,0.004984
154,10789,0.35964,0.26092,0.81067,0.95786,0.96351,0.98718,0.93427,0.33282,0.22962,0.80245,0.004951,0.004951,0.004951
155,10852.1,0.35919,0.26219,0.81159,0.95867,0.96203,0.98845,0.9356,0.33156,0.22967,0.8026,0.004918,0.004918,0.004918
156,10926.4,0.35396,0.25613,0.80964,0.95565,0.96118,0.986,0.93054,0.33129,0.23088,0.80201,0.004885,0.004885,0.004885
157,11000.3,0.35181,0.25454,0.80919,0.95632,0.96059,0.9869,0.93423,0.33022,0.23141,0.80319,0.004852,0.004852,0.004852
158,11062.9,0.34983,0.25535,0.80998,0.95477,0.9638,0.98709,0.93217,0.33039,0.22887,0.80284,0.004819,0.004819,0.004819
159,11128.9,0.35023,0.25671,0.80828,0.95063,0.96875,0.98822,0.93836,0.32907,0.22748,0.80097,0.004786,0.004786,0.004786
160,11200.5,0.35234,0.25577,0.81047,0.95696,0.96463,0.98769,0.93639,0.3275,0.22655,0.80009,0.004753,0.004753,0.004753
161,11266.8,0.35159,0.2592,0.81147,0.95562,0.96206,0.98824,0.93884,0.32834,0.2282,0.80124,0.00472,0.00472,0.00472
162,11329.5,0.34822,0.25258,0.80761,0.95655,0.96312,0.98702,0.93898,0.32909,0.22748,0.80125,0.004687,0.004687,0.004687
163,11391.6,0.34892,0.25472,0.80757,0.95836,0.96284,0.98874,0.94153,0.3281,0.22829,0.80097,0.004654,0.004654,0.004654
164,11453.4,0.34997,0.25671,0.80979,0.95589,0.9656,0.98846,0.94242,0.32811,0.22916,0.80124,0.004621,0.004621,0.004621
165,11524.5,0.34645,0.25299,0.80817,0.95439,0.96535,0.98949,0.94312,0.32807,0.22845,0.80075,0.004588,0.004588,0.004588
166,11598.3,0.34735,0.25598,0.80806,0.95325,0.96568,0.98893,0.94378,0.32656,0.22903,0.79995,0.004555,0.004555,0.004555
167,11667.5,0.34207,0.24877,0.80769,0.95549,0.96403,0.98816,0.94312,0.3255,0.22777,0.79969,0.004522,0.004522,0.004522
168,11732.8,0.34371,0.24971,0.80762,0.95943,0.96098,0.98793,0.93896,0.32646,0.22788,0.80034,0.004489,0.004489,0.004489
169,11797.2,0.34552,0.25249,0.80824,0.95675,0.96211,0.98779,0.93939,0.32645,0.22875,0.80015,0.004456,0.004456,0.004456
170,11872.5,0.34546,0.24998,0.80634,0.95468,0.96223,0.98762,0.93935,0.32574,0.2283,0.79984,0.004423,0.004423,0.004423
171,11945.1,0.34265,0.25029,0.80917,0.9537,0.96168,0.98737,0.9347,0.32528,0.22848,0.79986,0.00439,0.00439,0.00439
172,12008.3,0.34285,0.25004,0.80798,0.95073,0.96547,0.98723,0.94112,0.32558,0.22813,0.7992,0.004357,0.004357,0.004357
173,12070.6,0.34027,0.24734,0.80779,0.95114,0.96449,0.98685,0.94191,0.32633,0.22789,0.79911,0.004324,0.004324,0.004324
174,12142.1,0.33878,0.2476,0.80622,0.9553,0.96384,0.98697,0.94517,0.32575,0.22777,0.79886,0.004291,0.004291,0.004291
175,12213.5,0.33969,0.24699,0.80838,0.95558,0.96423,0.98665,0.94196,0.32547,0.22655,0.79931,0.004258,0.004258,0.004258
176,12282.2,0.3378,0.24559,0.80664,0.95673,0.96417,0.98632,0.94102,0.32452,0.22641,0.79886,0.004225,0.004225,0.004225
177,12345.4,0.33747,0.24674,0.80849,0.95804,0.96411,0.98709,0.94396,0.32455,0.22749,0.79938,0.004192,0.004192,0.004192
178,12411,0.33726,0.2461,0.80611,0.95685,0.96451,0.98616,0.94237,0.32367,0.22667,0.79982,0.004159,0.004159,0.004159
179,12484.4,0.33747,0.2449,0.8074,0.95767,0.96453,0.98637,0.93852,0.32377,0.22617,0.79991,0.004126,0.004126,0.004126
180,12555.9,0.3328,0.24226,0.80583,0.95756,0.96271,0.98777,0.93965,0.32286,0.22522,0.80011,0.004093,0.004093,0.004093
181,12620.2,0.33405,0.24367,0.80513,0.95628,0.96263,0.9877,0.94201,0.32144,0.22435,0.79955,0.00406,0.00406,0.00406
182,12681.4,0.33425,0.24243,0.80676,0.95511,0.96297,0.9869,0.93589,0.32201,0.22471,0.79983,0.004027,0.004027,0.004027
183,12751.7,0.33295,0.24175,0.80489,0.95527,0.96294,0.98704,0.93884,0.32185,0.22559,0.80002,0.003994,0.003994,0.003994
184,12822.2,0.33156,0.24348,0.80455,0.95865,0.96314,0.98808,0.94233,0.32153,0.22469,0.8003,0.003961,0.003961,0.003961
185,12888.1,0.32502,0.2373,0.80477,0.95697,0.96255,0.98783,0.94461,0.32033,0.22345,0.79982,0.003928,0.003928,0.003928
186,12953.3,0.3315,0.23998,0.80559,0.95836,0.96339,0.98795,0.94613,0.3199,0.22285,0.79934,0.003895,0.003895,0.003895
187,13030.6,0.32866,0.23837,0.80369,0.95769,0.9634,0.98745,0.94406,0.31971,0.22242,0.79916,0.003862,0.003862,0.003862
188,13107.3,0.32785,0.23825,0.80473,0.95622,0.96251,0.98942,0.94322,0.31833,0.22109,0.79846,0.003829,0.003829,0.003829
